Rank,Title,Issn,SJR
23036,Alberta Journal of Educational Research,0002-4805,0.149
23037,Allgemeine Vermessungs-Nachrichten,0002-5968,0.149
23038,American Review of Canadian Studies,0272-2011,0.149
23039,Anali Hrvatskog Politoloskog Drustva,1845-6707,0.149
23039,Anali Hrvatskog Politoloskog Drustva,1847-5299,0.149
23040,Artifact,1749-3471,0.149
23040,Artifact,1749-3463,0.149
23041,Atenea,0716-1840,0.149
23041,Atenea,0718-0462,0.149
23042,AtoZ,2237-826X,0.149
23043,Biotechnology Law Report,0730-031X,0.149
23043,Biotechnology Law Report,1557-8704,0.149
23044,Brazilian Journal of Oral Sciences,1677-3225,0.149
23044,Brazilian Journal of Oral Sciences,1677-3217,0.149
23045,"Bulletin of the Transilvania University of Brasov, Series II: Forestry, Wood Industry, Agricultural Food Engineering",2065-2135,0.149
23046,Change Over Time,2153-053X,0.149
23046,Change Over Time,2153-0548,0.149
23047,Chemical and Process Engineering - Inzynieria Chemiczna i Procesowa,0208-6425,0.149
23048,Chinese Journal of Endocrinology and Metabolism,1000-6699,0.149
23049,Commagene Journal of Biology,2602-456X,0.149
23050,Communications in Mathematical Analysis,1938-9787,0.149
23051,Communitas,1023-0556,0.149
23051,Communitas,2415-0525,0.149
23052,Cornell Journal of Law and Public Policy,1069-0565,0.149
23053,Criminologie,0316-0041,0.149
23053,Criminologie,1492-1367,0.149
23054,Dynamic Relationships Management Journal,2350-367X,0.149
23054,Dynamic Relationships Management Journal,2232-5867,0.149
23055,Economic Alternatives,2367-9409,0.149
23055,Economic Alternatives,1312-7462,0.149
23056,ESSACHESS - Journal for Communication Studies,1775-352X,0.149
23056,ESSACHESS - Journal for Communication Studies,2066-5083,0.149
23057,European Public Law,1354-3725,0.149
23057,European Public Law,1875-8207,0.149
23058,Filozofski Vestnik,1581-1239,0.149
23058,Filozofski Vestnik,0353-4510,0.149
23059,French History,0269-1191,0.149
23059,French History,1477-4542,0.149
23060,HIV Infection and Immunosuppressive Disorders,2078-1792,0.149
23060,HIV Infection and Immunosuppressive Disorders,2077-9828,0.149
23061,Hrvatska Revija Za Rehabilitacijska Istrazivanja,1331-3010,0.149
23062,Idesia,0073-4675,0.149
23062,Idesia,0718-3429,0.149
23063,Indian Journal of Biotechnology,0972-5849,0.149
23063,Indian Journal of Biotechnology,0975-0967,0.149
23064,Ingeniare,0718-3291,0.149
23064,Ingeniare,0718-3305,0.149
23065,International Journal of Computing Science and Mathematics,1752-5063,0.149
23065,International Journal of Computing Science and Mathematics,1752-5055,0.149
23066,Iran and the Caucasus,1609-8498,0.149
23066,Iran and the Caucasus,1573-384X,0.149
23067,Iranian Journal of Pharmaceutical Sciences,1735-2444,0.149
23068,Israel Law Review,2047-9336,0.149
23068,Israel Law Review,0021-2237,0.149
23069,Jezik in Slovstvo,0021-6933,0.149
23069,Jezik in Slovstvo,1581-3754,0.149
23070,Journal of Biotech Research,1944-3285,0.149
23071,Journal of Electronic Resources in Medical Libraries,1542-4065,0.149
23072,Journal of Historical Linguistics,2210-2116,0.149
23072,Journal of Historical Linguistics,2210-2124,0.149
23073,Journal of Library and Information Studies,1606-7509,0.149
23073,Journal of Library and Information Studies,2309-9119,0.149
23074,Journal of Popular Television,2046-987X,0.149
23074,Journal of Popular Television,2046-9861,0.149
23075,Journal of Research and Health,2423-5717,0.149
23076,Journal of Social Structure,1529-1227,0.149
23077,Journal of the American Pomological Society,1527-3741,0.149
23078,Korean Chemical Engineering Research,0304-128X,0.149
23078,Korean Chemical Engineering Research,2233-9558,0.149
23079,Malayan Nature Journal,0025-1291,0.149
23080,Malaysian Applied Biology,0126-8643,0.149
23081,Malaysian Forester,0302-2935,0.149
23082,Microwave Review,1450-5835,0.149
23083,Modern and Contemporary France,1469-9869,0.149
23083,Modern and Contemporary France,0963-9489,0.149
23084,Pakistan Journal of Scientific and Industrial Research Series B: Biological Sciences,2223-2567,0.149
23084,Pakistan Journal of Scientific and Industrial Research Series B: Biological Sciences,2221-6421,0.149
23085,Philippine Agricultural Scientist,0031-7454,0.149
23086,Polish Annals of Medicine,1230-8013,0.149
23087,"Proceedings of the Royal Irish Academy, Section C: Archaeology, Celtic Studies, History, Linguistics and Literature",2009-0048,0.149
23087,"Proceedings of the Royal Irish Academy, Section C: Archaeology, Celtic Studies, History, Linguistics and Literature",0035-8991,0.149
23088,Revista de Historia Moderna,0212-5862,0.149
23088,Revista de Historia Moderna,1989-9823,0.149
23089,Revista Espanola de Investigacion Criminologica,1696-9219,0.149
23090,Russian Journal of Pain,2219-5297,0.149
23090,Russian Journal of Pain,2618-9860,0.149
23091,Shengwu Yixue Gongchengxue Zazhi/Journal of Biomedical Engineering,1001-5515,0.149
23092,Sibirica,1361-7362,0.149
23092,Sibirica,1476-6787,0.149
23093,Slovo (Croatia),0583-6255,0.149
23094,"Sociologia, Problemas e Praticas",0873-6529,0.149
23095,South African Orthopaedic Journal,1681-150X,0.149
23095,South African Orthopaedic Journal,2309-8309,0.149
23096,Style,0039-4238,0.149
23097,Symposion,2392-6260,0.149
23097,Symposion,1584-174X,0.149
23098,Theological Studies,0040-5639,0.149
23098,Theological Studies,2169-1304,0.149
23099,Toxicology International,0971-6580,0.149
23100,Turk Noroloji Dergisi,1301-062X,0.149
23101,Turkish Historical Review,1877-5462,0.149
23101,Turkish Historical Review,1877-5454,0.149
23102,WSEAS Transactions on Electronics,2415-1513,0.149
23102,WSEAS Transactions on Electronics,1109-9445,0.149
23103,Wuhan University Journal of Natural Sciences,1007-1202,0.149
23103,Wuhan University Journal of Natural Sciences,1993-4998,0.149
23104,Wulfenia,1561-882X,0.149
23105,African Economic History,0145-2258,0.148
23106,Agrociencia,1405-3195,0.148
23106,Agrociencia,2521-9766,0.148
23107,Antropologia Portuguesa,0870-0990,0.148
23108,Applied Computer Science,1895-3735,0.148
23108,Applied Computer Science,2353-6977,0.148
23109,Bahrain Medical Bulletin,1012-8298,0.148
23110,British Journal of Medical Practitioners,1757-8515,0.148
23111,Bulgarian Chemical Communications,2534-9899,0.148
23111,Bulgarian Chemical Communications,0861-9808,0.148
23112,Bulletin de la Societe de Pathologie Exotique,0037-9085,0.148
23112,Bulletin de la Societe de Pathologie Exotique,1961-9049,0.148
23113,Chinese Journal of Environmental Engineering,1673-9108,0.148
23114,Chinese Journal of Obstetrics and Gynecology and Pediatrics,1673-5250,0.148
23115,Culture and History Digital Journal,2253-797X,0.148
23116,Derrida Today,1754-8519,0.148
23116,Derrida Today,1754-8500,0.148
23117,Disena,0718-8447,0.148
23117,Disena,2452-4298,0.148
23118,Ecologia Mediterranea,1775-4100,0.148
23118,Ecologia Mediterranea,0153-8756,0.148
23119,Endocrinology (Switzerland),2510-1935,0.148
23119,Endocrinology (Switzerland),2510-1927,0.148
23120,"Environment, Space, Place",2068-9616,0.148
23120,"Environment, Space, Place",2066-5377,0.148
23121,Environmental Engineering(Lithuania),2029-7092,0.148
23122,European Pharmaceutical Journal,2453-6725,0.148
23123,Frontiers in ICT,2297-198X,0.148
23124,Global Trade and Customs Journal,1875-6468,0.148
23124,Global Trade and Customs Journal,1569-755X,0.148
23125,History of Political Thought,0143-781X,0.148
23126,International Journal of Business,1083-4346,0.148
23127,International Journal of Information Systems in the Service Sector,1935-5688,0.148
23127,International Journal of Information Systems in the Service Sector,1935-5696,0.148
23128,International Journal of Microstructure and Materials Properties,1741-8410,0.148
23128,International Journal of Microstructure and Materials Properties,1741-8429,0.148
23129,Iranian Journal of Epidemiology,1735-7489,0.148
23130,Journal for Modeling in Ophthalmology,2468-3930,0.148
23130,Journal for Modeling in Ophthalmology,2468-3922,0.148
23131,Journal of Chinese Soil and Water Conservation,0255-6073,0.148
23132,Journal of Food Science and Biotechnology,1673-1689,0.148
23133,Journal of Modern Chinese History,1753-5662,0.148
23133,Journal of Modern Chinese History,1753-5654,0.148
23134,Journal of Southeast University (English Edition),1003-7985,0.148
23135,Journal of the Entomological Research Society,1302-0250,0.148
23136,Journal of WSCG,1213-6964,0.148
23136,Journal of WSCG,1213-6972,0.148
23137,Knjizevna Smotra,0455-0463,0.148
23137,Knjizevna Smotra,2459-6329,0.148
23138,Landscape History,0143-3768,0.148
23138,Landscape History,2160-2506,0.148
23139,Liverpool Law Review,1572-8625,0.148
23139,Liverpool Law Review,0144-932X,0.148
23140,Loisir et Societe,0705-3436,0.148
23141,Magazen,2724-3923,0.148
23142,NIWA Biodiversity Memoirs,1174-0043,0.148
23143,Old Testament Essays,2312-3621,0.148
23143,Old Testament Essays,1010-9919,0.148
23144,Osmanli Medeniyeti Arastirmalari Dergisi,2458-9519,0.148
23145,Physiology and Pharmacology (Iran),2476-5236,0.148
23145,Physiology and Pharmacology (Iran),2476-5244,0.148
23146,Polish Archaeology in the Mediterranean,1234-5415,0.148
23146,Polish Archaeology in the Mediterranean,2083-537X,0.148
23147,Polymer (Korea),0379-153X,0.148
23148,Proceedings of the Pakistan Academy of Sciences: Part A,2518-4245,0.148
23148,Proceedings of the Pakistan Academy of Sciences: Part A,2518-4253,0.148
23149,Revista Academica Ciencia Animal,2596-2868,0.148
23150,Revista Colombiana de Matematicas,0034-7426,0.148
23150,Revista Colombiana de Matematicas,2357-4100,0.148
23151,Revista de Biologia Marina y Oceanografia,0717-3326,0.148
23152,Revista de Humanidades (SPAIN),2340-8995,0.148
23152,Revista de Humanidades (SPAIN),1130-5029,0.148
23153,Revista de Salud Publica,0124-0064,0.148
23154,Revista Espanola de Cardiologia Suplementos,1579-2250,0.148
23154,Revista Espanola de Cardiologia Suplementos,1131-3587,0.148
23155,Revista Guillermo de Ockham,1794-192X,0.148
23155,Revista Guillermo de Ockham,2256-3202,0.148
23156,Revista U.D.C.A Actualidad and Divulgacion Cientifica,2619-2551,0.148
23156,Revista U.D.C.A Actualidad and Divulgacion Cientifica,0123-4226,0.148
23157,Turk hijiyen ve deneysel biyoloji dergisi. Turkish bulletin of hygiene and experimental biology,1308-2523,0.148
23157,Turk hijiyen ve deneysel biyoloji dergisi. Turkish bulletin of hygiene and experimental biology,0377-9777,0.148
23158,U.S. Geological Survey Data Series,2327-638X,0.148
23159,Aboriginal history,1837-9389,0.147
23159,Aboriginal history,0314-8769,0.147
23160,Adiyaman University Journal of Science,2146-586X,0.147
23160,Adiyaman University Journal of Science,2147-1630,0.147
23161,African and Asian Studies,1569-2108,0.147
23161,African and Asian Studies,1569-2094,0.147
23162,African Renaissance,2516-5305,0.147
23162,African Renaissance,1744-2532,0.147
23163,Afrika Focus,2031-356X,0.147
23164,Akusherstvo i Ginekologiya (Russian Federation),2412-5679,0.147
23164,Akusherstvo i Ginekologiya (Russian Federation),0300-9092,0.147
23165,Archivos Latinoamericanos de Nutricion,0004-0622,0.147
23166,Asian Cinema,1059-440X,0.147
23166,Asian Cinema,2049-6710,0.147
23167,Asia-Pacific Journal of Science and Technology,2539-6293,0.147
23168,Australian Slavonic and East European Studies,0818-8149,0.147
23169,Berkeley Planning Journal,1047-5192,0.147
23170,Bulletin Hispanique,0007-4640,0.147
23171,Case Reports in Veterinary Medicine,2090-7001,0.147
23171,Case Reports in Veterinary Medicine,2090-701X,0.147
23172,Cave and Karst Science,1356-191X,0.147
23173,China Quarterly of International Strategic Studies,2377-7400,0.147
23173,China Quarterly of International Strategic Studies,2377-7419,0.147
23174,Chinese Journal of Orthopaedics,0253-2352,0.147
23175,Comunicacao Midia e Consumo,1983-7070,0.147
23175,Comunicacao Midia e Consumo,1806-4981,0.147
23176,Connections,1812-1098,0.147
23176,Connections,1812-2973,0.147
23177,Cosmopolitan Civil Societies,1837-5391,0.147
23178,Dalian Haishi Daxue Xuebao/Journal of Dalian Maritime University,1006-7736,0.147
23179,Drug and Therapeutics Bulletin,0012-6543,0.147
23179,Drug and Therapeutics Bulletin,1755-5248,0.147
23180,Ekonomicky Casopis,0013-3035,0.147
23181,Fusion: Practice and Applications,2770-0070,0.147
23181,Fusion: Practice and Applications,2692-4048,0.147
23182,Geography Teacher,1752-6884,0.147
23182,Geography Teacher,1933-8341,0.147
23183,Geriatrie et Psychologie Neuropsychiatrie du Vieillissement,2115-8789,0.147
23183,Geriatrie et Psychologie Neuropsychiatrie du Vieillissement,2115-7863,0.147
23184,History Australia,1833-4881,0.147
23184,History Australia,1449-0854,0.147
23185,"International Journal of Accounting, Auditing and Performance Evaluation",1740-8008,0.147
23185,"International Journal of Accounting, Auditing and Performance Evaluation",1740-8016,0.147
23186,International Journal of Drug Delivery Technology,0975-4415,0.147
23187,International Journal of Emergency Management,1741-5071,0.147
23187,International Journal of Emergency Management,1471-4825,0.147
23188,International Journal of Learning Technology,1741-8119,0.147
23188,International Journal of Learning Technology,1477-8386,0.147
23189,"International Journal of Nutrition, Pharmacology, Neurological Diseases",2231-0738,0.147
23189,"International Journal of Nutrition, Pharmacology, Neurological Diseases",2231-2722,0.147
23190,IPPR Progressive Review,2573-2331,0.147
23191,JCRS Online Case Reports,2214-1677,0.147
23192,Journal of Entomological Society of Iran,0259-9996,0.147
23192,Journal of Entomological Society of Iran,2783-3968,0.147
23193,Journal of Health and Safety at Work,2383-2088,0.147
23193,Journal of Health and Safety at Work,2251-807X,0.147
23194,Journal of International and Comparative Law,2313-3775,0.147
23195,Journal of Southern History,0022-4642,0.147
23196,Journal of the Professional Association for Cactus Development,1938-663X,0.147
23197,Lecture Notes in Electrical Engineering,1876-1119,0.147
23197,Lecture Notes in Electrical Engineering,1876-1100,0.147
23198,Maritime Affairs,1946-6609,0.147
23199,Microbes and Infectious Diseases,2682-4140,0.147
23199,Microbes and Infectious Diseases,2682-4132,0.147
23200,"Molecular Genetics, Microbiology and Virology",0891-4168,0.147
23200,"Molecular Genetics, Microbiology and Virology",1934-841X,0.147
23201,Nervenheilkunde,0722-1541,0.147
23201,Nervenheilkunde,2567-5788,0.147
23202,New Physics: Sae Mulli,2289-0041,0.147
23202,New Physics: Sae Mulli,0374-4914,0.147
23203,Nordic Journal of Childlit Aesthetics,2000-7493,0.147
23204,Oftalmologiya,1816-5095,0.147
23204,Oftalmologiya,2500-0845,0.147
23205,Pediatria Medica e Chirurgica,0391-5387,0.147
23205,Pediatria Medica e Chirurgica,2420-7748,0.147
23206,Recherches de Science Religieuse,0034-1258,0.147
23207,Research Journal of Biotechnology,2278-4535,0.147
23207,Research Journal of Biotechnology,0973-6263,0.147
23208,Revista de la Facultad de Agronomia,2477-9407,0.147
23208,Revista de la Facultad de Agronomia,0378-7818,0.147
23209,Summa Phytopathologica,0100-5405,0.147
23209,Summa Phytopathologica,1980-5454,0.147
23210,Synthesis Lectures on Power Electronics,1931-9525,0.147
23210,Synthesis Lectures on Power Electronics,1931-9533,0.147
23211,Teanga,2565-6325,0.147
23211,Teanga,0332-205X,0.147
23212,Veterinarija ir Zootechnika,1392-2130,0.147
23213,Zbornik Pravnog Fakulteta u Zagrebu,0350-2058,0.147
23213,Zbornik Pravnog Fakulteta u Zagrebu,1849-1154,0.147
23214,Zdravotnicke Listy,2644-4909,0.147
23214,Zdravotnicke Listy,1339-3022,0.147
23215,Zeitschrift fur Katalanistik,0932-2221,0.147
23215,Zeitschrift fur Katalanistik,1614-7650,0.147
23216,Acta Turistica,1848-6061,0.146
23216,Acta Turistica,0353-4316,0.146
23217,Advances in Neuroimmune Biology,1878-948X,0.146
23217,Advances in Neuroimmune Biology,1878-9498,0.146
23218,Agri Gene,2352-2151,0.146
23219,Aguas Subterraneas,2179-9784,0.146
23219,Aguas Subterraneas,0101-7004,0.146
23220,America Latina en la Historia Economica,2007-3496,0.146
23220,America Latina en la Historia Economica,1405-2253,0.146
23221,Asian Development Policy Review,2313-8343,0.146
23221,Asian Development Policy Review,2518-2544,0.146
23222,Asian Dyer,0972-9488,0.146
23223,ASp,1246-8185,0.146
23223,ASp,2108-6354,0.146
23224,Baltistica,0132-6503,0.146
23224,Baltistica,2345-0045,0.146
23225,Cahiers des Ameriques Latines,1141-7161,0.146
23226,Cambridge Classical Journal,1750-2705,0.146
23226,Cambridge Classical Journal,2047-993X,0.146
23227,Codrul Cosminului,1224-032X,0.146
23227,Codrul Cosminului,2067-5860,0.146
23228,Current Materials Science,2666-1462,0.146
23228,Current Materials Science,2666-1454,0.146
23229,Dental update,0305-5000,0.146
23230,Douleur et Analgesie,1951-6398,0.146
23230,Douleur et Analgesie,1011-288X,0.146
23231,EAI/Springer Innovations in Communication and Computing,2522-8595,0.146
23231,EAI/Springer Innovations in Communication and Computing,2522-8609,0.146
23232,Echa Przeszlosci,2450-078X,0.146
23232,Echa Przeszlosci,1509-9873,0.146
23233,European Journal of Business Science and Technology,2694-7161,0.146
23233,European Journal of Business Science and Technology,2336-6494,0.146
23234,Farmatsiya i Farmakologiya,2307-9266,0.146
23234,Farmatsiya i Farmakologiya,2413-2241,0.146
23235,Frontiers of Health Services Management,2475-2797,0.146
23235,Frontiers of Health Services Management,0748-8157,0.146
23236,Hearing Journal,2333-6218,0.146
23236,Hearing Journal,0745-7472,0.146
23237,Idealistic Studies,0046-8541,0.146
23238,"Indian Journal of Medical Research, Supplement",0367-9012,0.146
23239,International Journal of Information and Communication Technology,1466-6642,0.146
23239,International Journal of Information and Communication Technology,1741-8070,0.146
23240,International Journal of Web Portals,1938-0208,0.146
23240,International Journal of Web Portals,1938-0194,0.146
23241,International Quarterly for Asian Studies,2566-686X,0.146
23241,International Quarterly for Asian Studies,2566-6878,0.146
23242,Islam Tetkikleri Dergisi,2717-6967,0.146
23243,Journal of Ceramics,2095-784X,0.146
23244,Journal of Current Science and Technology,2630-0656,0.146
23244,Journal of Current Science and Technology,2630-0583,0.146
23245,Journal of Curriculum and Teaching,1927-2685,0.146
23245,Journal of Curriculum and Teaching,1927-2677,0.146
23246,Journal of Food Science and Technology (Iran),2008-8787,0.146
23247,Journal of Insect Biotechnology and Sericology,1346-8073,0.146
23248,Journal of Mazandaran University of Medical Sciences,1735-9260,0.146
23248,Journal of Mazandaran University of Medical Sciences,1735-9279,0.146
23249,Journal of Rehabilitation Sciences and Research,2345-6159,0.146
23250,Journal of School Administration Research and Development,2470-8496,0.146
23250,Journal of School Administration Research and Development,2470-850X,0.146
23251,Journal of Silk,1001-7003,0.146
23252,Journal of Urban and Environmental Engineering,1982-3932,0.146
23253,KronoScope,1567-715X,0.146
23253,KronoScope,1568-5241,0.146
23254,Lawyer Quarterly,1805-8396,0.146
23254,Lawyer Quarterly,1805-840X,0.146
23255,"Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI)",1617-5468,0.146
23256,Metallurgia Italiana,0026-0843,0.146
23257,Methods of Functional Analysis and Topology,2415-7503,0.146
23257,Methods of Functional Analysis and Topology,1029-3531,0.146
23258,Momento,0121-4470,0.146
23258,Momento,2500-8013,0.146
23259,Nakhara: Journal of Environmental Design and Planning,2651-2416,0.146
23259,Nakhara: Journal of Environmental Design and Planning,2672-9016,0.146
23260,Neurologia Argentina,1853-0028,0.146
23260,Neurologia Argentina,1853-1490,0.146
23261,Nordisk Judaistik,2343-4929,0.146
23261,Nordisk Judaistik,0348-1646,0.146
23262,Papers of the Bibliographical Society of America,2377-6528,0.146
23262,Papers of the Bibliographical Society of America,0006-128X,0.146
23263,Parallax,1353-4645,0.146
23263,Parallax,1460-700X,0.146
23264,Prawo i Wiez,2719-3594,0.146
23264,Prawo i Wiez,2299-405X,0.146
23265,"Proceedings of the Latvian Academy of Sciences, Section B: Natural, Exact, and Applied Sciences",2255-890X,0.146
23265,"Proceedings of the Latvian Academy of Sciences, Section B: Natural, Exact, and Applied Sciences",1407-009X,0.146
23266,Przestrzen Spoleczna,2084-1558,0.146
23266,Przestrzen Spoleczna,2084-7696,0.146
23267,Psychiatria,1732-9841,0.146
23268,Psychologist-Manager Journal,1550-3461,0.146
23268,Psychologist-Manager Journal,1088-7156,0.146
23269,Renaissance Quarterly,1935-0236,0.146
23269,Renaissance Quarterly,0034-4338,0.146
23270,Review of Politics,0034-6705,0.146
23271,Revista Brasileira de Marketing,2177-5184,0.146
23272,Revista Brasileira de Oftalmologia,1982-8551,0.146
23272,Revista Brasileira de Oftalmologia,0034-7280,0.146
23273,Revista Mexicana de Analisis de la Conducta,2007-0802,0.146
23273,Revista Mexicana de Analisis de la Conducta,0185-4534,0.146
23274,Revue d'Histoire des Textes,0373-6075,0.146
23275,Scientia Agriculturae Bohemica,1805-9430,0.146
23275,Scientia Agriculturae Bohemica,1211-3174,0.146
23276,Shinrigaku Kenkyu,0021-5236,0.146
23277,Sociologia del Lavoro,0392-5048,0.146
23278,Southern African Journal of Social Work and Social Development,2708-9355,0.146
23278,Southern African Journal of Social Work and Social Development,2520-0097,0.146
23279,Space Science and Technology,2518-1459,0.146
23279,Space Science and Technology,1561-8889,0.146
23280,Studies About Languages,1648-2824,0.146
23280,Studies About Languages,2029-7203,0.146
23281,Telecommunications and Radio Engineering (English translation of Elektrosvyaz and Radiotekhnika),0040-2508,0.146
23281,Telecommunications and Radio Engineering (English translation of Elektrosvyaz and Radiotekhnika),1943-6009,0.146
23282,Tulsa Studies in Womens Literature,1936-1645,0.146
23282,Tulsa Studies in Womens Literature,0732-7730,0.146
23283,Turkish Journal of Immunology,1301-109X,0.146
23284,Vestnik Drevnei Istorii,0321-0391,0.146
23285,Video-Assisted Thoracic Surgery,2519-0792,0.146
23286,AAA - Arbeiten aus Anglistik und Amerikanistik,0171-5410,0.145
23287,Acta Medica Philippina,2094-9278,0.145
23287,Acta Medica Philippina,0001-6071,0.145
23288,"Acta Scientiarum Polonorum, Formatio Circumiectus",1644-0765,0.145
23289,Agricultural History Review,0002-1490,0.145
23290,Ankara Medical Journal,1303-2283,0.145
23290,Ankara Medical Journal,2148-4570,0.145
23291,Arabic Sciences and Philosophy,0957-4239,0.145
23291,Arabic Sciences and Philosophy,1474-0524,0.145
23292,Arethusa,0004-0975,0.145
23293,Arterial Hypertension (Russian Federation),1607-419X,0.145
23293,Arterial Hypertension (Russian Federation),2411-8524,0.145
23294,Asian Affairs,0092-7678,0.145
23294,Asian Affairs,1940-1590,0.145
23295,Asian International Studies Review,1226-8240,0.145
23296,Childhood Education,0009-4056,0.145
23296,Childhood Education,2162-0725,0.145
23297,China Surfactant Detergent and Cosmetics,1001-1803,0.145
23298,Cuadernos de Derecho Transnacional,1989-4570,0.145
23299,English Language Notes,0013-8282,0.145
23300,Extracta Mathematicae,2605-5686,0.145
23301,Fieldwork in Religion,1743-0615,0.145
23301,Fieldwork in Religion,1743-0623,0.145
23302,Food and Drug Law Journal,1064-590X,0.145
23303,Giornale Italiano di Medicina del Lavoro ed Ergonomia,1592-7830,0.145
23304,Iberoromania,0019-0993,0.145
23304,Iberoromania,1865-9039,0.145
23305,International Journal of African Renaissance Studies,1753-7274,0.145
23305,International Journal of African Renaissance Studies,1818-6874,0.145
23306,International Journal of Geospatial and Environmental Research,2332-2047,0.145
23307,"International Journal of Intelligence, Security, and Public Affairs",2380-0992,0.145
23307,"International Journal of Intelligence, Security, and Public Affairs",2380-100X,0.145
23308,International Journal of Manufacturing Technology and Management,1368-2148,0.145
23308,International Journal of Manufacturing Technology and Management,1741-5195,0.145
23309,International Journal of Vehicle Noise and Vibration,1479-1471,0.145
23309,International Journal of Vehicle Noise and Vibration,1479-148X,0.145
23310,Japanese Journal of Applied Entomology and Zoology,0021-4914,0.145
23310,Japanese Journal of Applied Entomology and Zoology,1347-6068,0.145
23311,Journal of Advances in Information Fusion,1557-6418,0.145
23312,Journal of Applied Hematology,2454-6976,0.145
23312,Journal of Applied Hematology,1658-5127,0.145
23313,Journal of Applied Research on Children,2155-5834,0.145
23314,Journal of Babol University of Medical Sciences,1561-4107,0.145
23315,Journal of Celtic Linguistics,0962-1377,0.145
23316,Journal of Child Science,2474-5871,0.145
23317,Journal of Early Christian History,2471-4054,0.145
23317,Journal of Early Christian History,2222-582X,0.145
23318,Journal of Ecohumanism,2752-6801,0.145
23318,Journal of Ecohumanism,2752-6798,0.145
23319,Journal of Functional Polymers,1008-9357,0.145
23320,Journal of Jesuit Studies,2214-1324,0.145
23320,Journal of Jesuit Studies,2214-1332,0.145
23321,Journal of Modern Literature,1529-1464,0.145
23321,Journal of Modern Literature,0022-281X,0.145
23322,"Journal of Social, Political, and Economic Studies",0278-839X,0.145
23323,Journal of the Society of Leather Technologies and Chemists,0144-0322,0.145
23324,Journal of the Textile Association,0368-4636,0.145
23325,Journal of Wind Engineering,1349-340X,0.145
23325,Journal of Wind Engineering,1349-3507,0.145
23326,Koloproktologia,2073-7556,0.145
23326,Koloproktologia,2686-7303,0.145
23327,Korean Journal of Sport Science,2233-7938,0.145
23327,Korean Journal of Sport Science,1598-2920,0.145
23328,Manchester Journal of International Economic Law,1742-3945,0.145
23329,Manuscript Studies,2380-1190,0.145
23329,Manuscript Studies,2381-5329,0.145
23330,Mechanics and Mechanical Engineering,1428-1511,0.145
23331,Memorias,1794-8886,0.145
23332,Meta: Avaliacao,2175-2753,0.145
23333,Mongolian Journal of Chemistry,2414-0082,0.145
23333,Mongolian Journal of Chemistry,2226-6739,0.145
23334,Notarzt,1438-8693,0.145
23334,Notarzt,0177-2309,0.145
23335,Open Hypertension Journal,1876-5262,0.145
23336,Opera Historica,1805-790X,0.145
23336,Opera Historica,2694-720X,0.145
23337,Orientation Scolaire et Professionnelle,0249-6739,0.145
23337,Orientation Scolaire et Professionnelle,2104-3795,0.145
23338,Proceedings of the Royal Society of Victoria,0035-9211,0.145
23339,Psicologia: Teoria e Pesquisa,0102-3772,0.145
23340,Revista Brasileira de Saude e Producao Animal,1519-9940,0.145
23341,Revista em Agronegocio e Meio Ambiente,2176-9168,0.145
23341,Revista em Agronegocio e Meio Ambiente,1981-9951,0.145
23342,Revista Gerencia y Politicas de Salud,1657-7027,0.145
23343,Revista Juridica,2316-753X,0.145
23344,Revista Mexicana de Ciencias Agricolas,2007-0934,0.145
23344,Revista Mexicana de Ciencias Agricolas,2007-9230,0.145
23345,Revue Economique,0035-2764,0.145
23345,Revue Economique,1950-6694,0.145
23346,Romanica Olomucensia,1803-4136,0.145
23346,Romanica Olomucensia,2571-0966,0.145
23347,Scientific Mining Journal,2564-7024,0.145
23348,Scripta Mediaevalia,1851-8753,0.145
23348,Scripta Mediaevalia,2362-4868,0.145
23349,Socijalna Ekologija,1330-0113,0.145
23350,"South African Journal for Research in Sport, Physical Education and Recreation",2960-2386,0.145
23350,"South African Journal for Research in Sport, Physical Education and Recreation",0379-9069,0.145
23351,Spectroscopic Properties of Inorganic and Organometallic Compounds,1465-1939,0.145
23351,Spectroscopic Properties of Inorganic and Organometallic Compounds,0584-8555,0.145
23352,Studi Storici,0039-3037,0.145
23353,Studia Historica: Historia Contemporanea,2444-7080,0.145
23354,Studia z Filologii Polskiej i Slowianskiej,2392-2435,0.145
23354,Studia z Filologii Polskiej i Slowianskiej,0081-7090,0.145
23355,Suchttherapie,1439-989X,0.145
23355,Suchttherapie,1439-9903,0.145
23356,Thai Journal of Pharmaceutical Sciences,0125-4685,0.145
23356,Thai Journal of Pharmaceutical Sciences,1905-4637,0.145
23357,Universal Journal of Public Health,2331-8945,0.145
23357,Universal Journal of Public Health,2331-8880,0.145
23358,US Geological Survey Open-File Report,0196-1497,0.145
23358,US Geological Survey Open-File Report,2331-1258,0.145
23359,USDA Forest Service - Research Note PNW-RN,0887-7262,0.145
23360,Vibrant Virtual Brazilian Anthropology,1809-4341,0.145
23361,WIT Transactions on the Built Environment,1743-3509,0.145
23362,Zuchtungskunde,0044-5401,0.145
23363,Acta Facultatis Medicae Naissensis,0351-6083,0.144
23363,Acta Facultatis Medicae Naissensis,2217-2521,0.144
23364,Agrarforschung Schweiz,1663-7909,0.144
23364,Agrarforschung Schweiz,1663-7852,0.144
23365,AISTech - Iron and Steel Technology Conference Proceedings,1551-6997,0.144
